,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
13680,Legal,region_27,Bachelor's,m,other,1,27,1.0,1,1,0,57,0
13681,Operations,region_22,Bachelor's,m,other,2,43,3.0,14,0,0,56,0
13682,Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,5.0,5,0,0,50,0
13683,HR,region_2,Master's & above,m,sourcing,2,45,4.0,21,0,0,48,0
13684,Sales & Marketing,region_27,Bachelor's,m,other,1,30,2.0,3,0,0,51,0
13685,Legal,region_27,Bachelor's,m,other,1,36,3.0,7,0,0,64,0
13686,Analytics,region_25,Bachelor's,m,other,1,31,5.0,5,1,0,80,0
13687,Analytics,region_25,Master's & above,m,other,1,37,2.0,2,1,0,88,0
13688,Analytics,region_2,Master's & above,m,sourcing,1,37,4.0,3,0,0,83,0
13689,Operations,region_2,Bachelor's,f,other,3,39,1.0,10,0,0,61,0
13690,R&D,region_22,Bachelor's,m,sourcing,2,31,4.0,6,0,0,79,0
13691,Technology,region_13,Master's & above,m,other,1,47,2.0,3,0,0,80,0
13692,Operations,region_28,Bachelor's,f,sourcing,2,28,3.0,5,0,0,61,0
13693,Operations,region_22,Master's & above,f,other,1,40,5.0,11,0,0,56,0
13694,Procurement,region_34,Bachelor's,m,sourcing,1,39,3.0,7,0,0,73,0
13695,Sales & Marketing,region_13,Master's & above,m,other,1,50,1.0,7,0,0,47,0
13696,Procurement,region_2,Bachelor's,m,other,2,30,3.0,3,0,0,73,0
13697,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,4,0,0,50,0
13698,Finance,region_2,Bachelor's,m,sourcing,1,30,3.0,4,1,0,58,0
13699,Procurement,region_2,Bachelor's,m,other,1,42,3.0,2,0,0,70,0
13700,Finance,region_7,Master's & above,f,sourcing,2,37,4.0,5,1,0,63,0
13701,Operations,region_22,Master's & above,m,other,1,35,1.0,4,0,0,60,0
13702,Procurement,region_16,Master's & above,f,sourcing,1,34,4.0,7,1,0,70,0
13703,Analytics,region_28,Bachelor's,m,sourcing,1,31,4.0,4,1,0,84,0
13704,Legal,region_7,Bachelor's,m,other,1,34,3.0,8,0,0,56,0
13705,Finance,region_2,Below Secondary,m,sourcing,3,25,5.0,3,1,0,61,0
13706,Analytics,region_19,Bachelor's,m,other,1,29,5.0,5,1,0,85,0
13707,Sales & Marketing,region_7,Bachelor's,m,other,1,26,2.0,1,0,0,46,0
13708,Finance,region_22,Bachelor's,m,sourcing,1,23,1.0,1,1,0,56,0
13709,Sales & Marketing,region_12,Bachelor's,f,other,1,27,5.0,3,1,0,50,0
13710,Operations,region_27,Bachelor's,m,other,1,30,3.0,3,1,0,61,0
13711,Operations,region_23,Master's & above,m,sourcing,2,39,5.0,10,1,0,64,0
13712,Technology,region_23,Master's & above,m,other,1,31,3.0,5,0,0,83,0
13713,Sales & Marketing,region_14,Bachelor's,m,other,1,41,3.0,7,0,0,53,0
13714,HR,region_2,Master's & above,m,other,1,49,5.0,6,1,0,50,0
13715,Technology,region_13,Master's & above,m,other,1,37,3.0,4,0,0,83,0
13716,HR,region_2,Master's & above,f,other,1,42,3.0,15,0,0,53,0
13717,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,26,1.0,1,0,0,50,0
13718,Analytics,region_22,Bachelor's,m,other,1,29,3.0,5,0,0,82,0
13719,Operations,region_13,Bachelor's,m,other,1,29,4.0,5,1,0,64,0
13720,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,4.0,3,0,0,46,0
13721,Operations,region_2,Bachelor's,m,sourcing,1,24,1.0,1,0,0,64,0
13722,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,31,1.0,6,0,0,50,0
13723,Technology,region_13,Bachelor's,f,other,1,52,4.0,7,1,0,80,0
13724,Operations,region_34,Master's & above,m,other,1,33,3.0,5,0,0,59,0
13725,Analytics,region_24,Bachelor's,m,sourcing,1,28,5.0,4,0,0,83,1
13726,Technology,region_2,Bachelor's,m,other,1,41,3.0,6,0,0,81,0
13727,Operations,region_2,Bachelor's,m,sourcing,2,25,5.0,2,0,0,57,0
13728,Analytics,region_31,Bachelor's,m,sourcing,1,29,4.0,3,0,0,83,0
13729,Analytics,region_2,Bachelor's,m,sourcing,1,43,2.0,13,0,0,80,0
13730,Analytics,region_32,Bachelor's,m,other,1,42,4.0,14,0,0,87,0
13731,Operations,region_4,Bachelor's,m,other,1,29,1.0,2,1,0,60,0
13732,Procurement,region_17,Bachelor's,f,sourcing,1,27,1.0,4,0,0,70,0
13733,Sales & Marketing,region_9,Bachelor's,m,other,4,29,3.0,5,0,0,60,0
13734,Finance,region_22,Below Secondary,m,sourcing,1,23,3.0,2,0,0,55,0
13735,Analytics,region_22,Bachelor's,m,other,1,26,5.0,4,0,0,83,0
13736,Procurement,region_22,Master's & above,m,other,1,41,3.0,11,1,0,68,0
13737,Procurement,region_2,Bachelor's,f,sourcing,1,32,5.0,7,1,0,70,0
13738,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,4.0,2,0,0,50,0
13739,Sales & Marketing,region_20,Master's & above,m,sourcing,1,45,1.0,14,0,0,50,0
13740,Operations,region_13,Bachelor's,m,other,1,41,3.0,11,0,0,54,0
13741,Sales & Marketing,region_22,Bachelor's,m,other,6,26,2.0,3,0,0,46,0
13742,Technology,region_2,Bachelor's,f,sourcing,1,55,4.0,4,0,0,78,0
13743,Operations,region_29,Master's & above,m,other,2,35,4.0,2,1,0,57,0
13744,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,5.0,4,1,0,51,0
13745,Technology,region_2,Master's & above,m,sourcing,1,42,4.0,4,1,0,82,0
13746,Finance,region_22,Master's & above,f,other,3,34,3.0,4,0,0,61,0
13747,Sales & Marketing,region_4,Master's & above,m,sourcing,3,40,1.0,6,0,0,49,0
13748,Operations,region_22,Master's & above,m,sourcing,1,34,3.0,7,1,0,61,1
13749,Sales & Marketing,region_7,Master's & above,f,other,1,36,1.0,8,0,0,50,0
13750,Sales & Marketing,region_13,Bachelor's,m,other,1,38,2.0,7,1,0,51,0
13751,Sales & Marketing,region_23,Master's & above,m,other,1,34,3.0,3,1,0,48,0
13752,Technology,region_10,Bachelor's,f,other,1,29,3.0,2,1,0,83,0
13753,Operations,region_7,Master's & above,f,sourcing,1,43,5.0,3,1,0,60,0
13754,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5.0,9,1,0,50,0
13755,Technology,region_23,Bachelor's,m,sourcing,1,29,5.0,5,0,0,75,0
13756,Sales & Marketing,region_32,Bachelor's,m,other,2,32,1.0,4,0,0,48,0
13757,Technology,region_26,Bachelor's,m,other,1,31,4.0,5,1,0,80,0
13758,Analytics,region_30,Bachelor's,m,other,2,26,4.0,2,0,0,85,0
13759,Operations,region_2,Master's & above,f,sourcing,1,35,3.0,7,1,0,62,0
13760,Sales & Marketing,region_2,Bachelor's,f,other,1,30,2.0,4,0,0,53,0
13761,R&D,region_13,Bachelor's,m,other,1,36,4.0,6,0,0,84,0
13762,Operations,region_6,Bachelor's,m,other,1,33,5.0,7,0,0,54,0
13763,Legal,region_2,Bachelor's,m,sourcing,1,47,3.0,6,0,0,58,0
13764,Sales & Marketing,region_2,Bachelor's,m,other,2,59,4.0,4,0,0,48,0
13765,Finance,region_28,Master's & above,m,sourcing,1,39,3.0,3,0,0,58,0
13766,Sales & Marketing,region_13,Master's & above,m,sourcing,1,36,1.0,4,1,0,50,0
13767,Sales & Marketing,region_2,Bachelor's,m,other,2,40,1.0,2,0,0,50,0
13768,HR,region_7,Master's & above,f,sourcing,1,31,4.0,5,0,0,52,0
13769,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,53,1.0,18,0,0,46,0
13770,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,1.0,4,0,0,44,0
13771,Operations,region_17,Master's & above,m,sourcing,1,39,3.0,4,0,0,60,0
13772,Technology,region_22,Bachelor's,m,referred,1,29,5.0,6,0,0,77,0
13773,Operations,region_5,Bachelor's,m,other,1,26,1.0,2,1,0,58,0
13774,Sales & Marketing,region_16,Master's & above,f,other,1,35,3.0,7,1,0,48,0
13775,Operations,region_15,Bachelor's,m,sourcing,1,36,4.0,5,1,0,54,0
13776,Procurement,region_7,Bachelor's,m,other,1,36,5.0,3,1,0,67,0
13777,Analytics,region_22,Bachelor's,m,sourcing,2,28,1.0,1,0,1,84,0
13778,Sales & Marketing,region_14,Bachelor's,m,other,1,37,4.0,4,0,0,44,0
13779,Sales & Marketing,region_4,Master's & above,m,other,1,43,2.0,17,0,0,49,0
13780,Sales & Marketing,region_27,Bachelor's,m,other,1,31,3.0,7,1,0,53,0
13781,Finance,region_2,Master's & above,m,other,1,42,3.0,5,0,0,58,0
13782,Sales & Marketing,region_25,Bachelor's,m,other,1,33,3.0,2,0,0,51,0
13783,Sales & Marketing,region_19,Bachelor's,m,other,1,36,4.0,9,0,0,47,0
13784,Procurement,region_2,Bachelor's,f,other,1,37,5.0,8,1,0,71,0
13785,HR,region_27,Bachelor's,m,other,1,25,1.0,1,0,0,54,0
13786,Procurement,region_2,Bachelor's,f,other,1,28,1.0,1,1,0,97,1
13787,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,5.0,6,0,0,48,0
13788,Operations,region_2,Master's & above,f,other,2,39,4.0,2,0,0,59,0
13789,Sales & Marketing,region_2,Bachelor's,m,other,1,24,1.0,1,0,0,49,0
13790,Analytics,region_7,Master's & above,m,other,2,44,3.0,4,1,0,87,0
13791,Operations,region_2,Bachelor's,m,other,1,35,2.0,2,0,0,63,0
13792,Analytics,region_26,Bachelor's,m,sourcing,2,36,3.0,8,0,0,86,0
13793,Operations,region_28,Bachelor's,m,sourcing,1,34,3.0,7,0,0,60,0
13794,Technology,region_5,Bachelor's,m,sourcing,1,23,1.0,1,1,0,73,0
13795,Technology,region_2,Master's & above,m,sourcing,1,35,5.0,8,1,0,82,0
13796,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,34,5.0,10,1,0,47,0
13797,Sales & Marketing,region_13,Master's & above,m,sourcing,1,34,5.0,7,1,0,49,0
13798,Sales & Marketing,region_2,Bachelor's,m,other,4,30,3.0,2,0,0,50,0
13799,Operations,region_20,Bachelor's,m,sourcing,1,26,5.0,4,1,0,61,1
13800,Operations,region_2,Bachelor's,m,sourcing,1,38,3.0,8,0,0,61,0
13801,Sales & Marketing,region_2,Bachelor's,m,other,1,25,1.0,1,0,0,48,0
13802,Operations,region_25,Bachelor's,m,other,1,29,5.0,2,0,0,57,0
13803,R&D,region_32,Bachelor's,m,sourcing,1,29,4.0,2,0,0,86,0
13804,Operations,region_26,Master's & above,m,sourcing,1,45,3.0,19,0,0,58,0
13805,Operations,region_2,Master's & above,m,sourcing,1,47,5.0,14,0,0,62,0
13806,Operations,region_29,Bachelor's,m,other,1,30,3.0,2,0,0,63,0
13807,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,27,1.0,5,0,0,50,0
13808,Operations,region_16,Master's & above,f,other,1,32,3.0,7,1,0,60,0
13809,Sales & Marketing,region_13,Master's & above,m,sourcing,1,40,2.0,6,0,0,57,0
13810,Sales & Marketing,region_31,Bachelor's,m,other,1,26,4.0,2,0,0,53,0
13811,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3.0,3,1,0,49,0
13812,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,23,1.0,1,0,0,49,0
13813,Procurement,region_30,Bachelor's,f,other,1,35,3.0,3,0,0,67,0
13814,Finance,region_28,Bachelor's,m,other,1,25,1.0,1,1,0,63,0
13815,Analytics,region_22,Bachelor's,m,sourcing,1,25,5.0,2,1,0,80,0
13816,Sales & Marketing,region_29,Master's & above,f,other,1,32,3.0,5,0,1,45,0
13817,Sales & Marketing,region_7,Bachelor's,f,other,1,60,1.0,5,1,0,50,0
13818,Sales & Marketing,region_34,Master's & above,m,other,1,37,5.0,4,0,0,48,0
13819,Sales & Marketing,region_29,Bachelor's,m,other,1,36,1.0,3,0,0,47,0
13820,Operations,region_4,Master's & above,m,other,1,37,5.0,8,0,0,57,0
13821,Analytics,region_31,Master's & above,m,sourcing,1,36,3.0,2,0,0,91,0
13822,Sales & Marketing,region_32,Bachelor's,m,other,3,29,1.0,5,0,0,50,0
13823,Operations,region_15,Master's & above,f,sourcing,1,48,3.0,19,0,0,56,0
13824,Analytics,region_20,Bachelor's,m,sourcing,2,27,5.0,7,1,0,83,0
13825,Operations,region_2,Master's & above,f,other,1,34,3.0,5,1,0,55,0
13826,Finance,region_2,Bachelor's,f,other,1,28,3.0,7,1,0,62,0
13827,Sales & Marketing,region_16,Bachelor's,m,other,1,32,2.0,3,1,0,50,0
13828,Technology,region_22,Bachelor's,f,referred,1,29,3.0,2,0,0,83,0
13829,R&D,region_27,Master's & above,m,sourcing,1,30,3.0,5,0,0,88,0
13830,Operations,region_13,Bachelor's,f,other,1,37,4.0,10,1,0,60,0
13831,Procurement,region_31,Bachelor's,f,sourcing,1,29,2.0,2,0,0,68,0
13832,HR,region_13,Bachelor's,m,sourcing,1,34,5.0,7,1,0,50,0
13833,Procurement,region_15,Bachelor's,m,sourcing,1,46,3.0,8,0,0,66,0
13834,Sales & Marketing,region_14,Bachelor's,f,other,1,34,3.0,4,0,0,43,0
13835,Sales & Marketing,region_16,Bachelor's,m,other,1,31,4.0,3,1,0,54,0
13836,Procurement,region_10,Bachelor's,m,sourcing,3,28,3.0,2,0,0,67,0
13837,Sales & Marketing,region_4,Master's & above,m,sourcing,1,39,4.0,6,0,0,46,0
13838,Sales & Marketing,region_26,Bachelor's,m,other,1,42,1.0,12,0,0,48,0
13839,HR,region_4,Master's & above,f,other,1,33,2.0,10,0,0,51,0
13840,Analytics,region_2,Bachelor's,m,sourcing,1,52,3.0,3,0,0,87,0
13841,Operations,region_2,Bachelor's,f,other,1,48,5.0,7,0,0,58,0
13842,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,30,3.0,5,0,0,43,0
13843,Technology,region_26,Bachelor's,m,other,1,27,3.0,2,1,0,77,1
13844,Analytics,region_28,Bachelor's,m,other,1,30,5.0,3,1,0,83,1
13845,Analytics,region_28,Bachelor's,m,other,1,31,5.0,3,1,0,82,0
13846,Legal,region_2,Bachelor's,m,sourcing,1,27,1.0,1,0,0,73,1
13847,Finance,region_28,Bachelor's,m,other,1,29,4.0,5,0,0,57,0
13848,Operations,region_3,Bachelor's,f,sourcing,1,31,4.0,5,1,0,59,0
13849,HR,region_22,Master's & above,m,other,1,33,3.0,5,0,0,47,0
13850,Sales & Marketing,region_13,Bachelor's,m,other,1,41,5.0,5,0,0,50,0
13851,Procurement,region_16,Bachelor's,m,sourcing,1,35,3.0,4,0,0,71,0
13852,Analytics,region_7,Bachelor's,m,sourcing,1,26,3.0,3,1,1,83,1
13853,Analytics,region_22,Bachelor's,m,sourcing,2,29,4.0,4,0,0,79,0
13854,Sales & Marketing,region_15,Bachelor's,f,other,1,24,2.0,2,0,0,48,0
13855,Technology,region_24,Bachelor's,f,sourcing,2,28,1.0,1,0,0,79,0
13856,Technology,region_2,Master's & above,m,other,1,49,3.0,20,1,0,80,0
13857,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5.0,7,0,0,51,0
13858,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,26,1.0,2,0,0,55,0
13859,Operations,region_15,Bachelor's,f,other,1,42,3.0,12,1,0,61,0
13860,Operations,region_6,Bachelor's,m,other,1,29,3.0,5,0,0,56,0
13861,Analytics,region_15,Bachelor's,m,other,2,28,4.0,2,0,0,81,0
13862,Sales & Marketing,region_11,Bachelor's,m,other,1,39,1.0,6,0,0,48,0
13863,Finance,region_6,Bachelor's,f,sourcing,1,29,3.0,6,1,0,61,0
13864,Sales & Marketing,region_22,Bachelor's,m,other,2,30,3.0,4,0,0,53,0
13865,Technology,region_17,Master's & above,f,other,1,38,2.0,7,1,1,80,0
13866,HR,region_2,Master's & above,m,other,1,37,3.0,3,1,0,44,0
13867,Operations,region_31,Bachelor's,m,other,1,25,3.0,4,1,0,65,0
13868,Technology,region_26,Bachelor's,m,other,1,42,3.0,15,0,0,83,0
13869,Technology,region_6,Bachelor's,f,other,1,28,2.0,4,1,0,82,0
13870,Operations,region_32,Bachelor's,m,other,1,30,2.0,5,0,0,54,0
13871,Operations,region_31,Bachelor's,f,other,1,31,2.0,3,0,0,58,0
13872,Technology,region_22,Bachelor's,m,sourcing,1,30,3.0,2,1,0,74,0
13873,Technology,region_27,Bachelor's,f,other,1,24,4.0,2,1,0,81,0
13874,Procurement,region_2,Bachelor's,f,sourcing,2,41,4.0,13,1,0,72,0
13875,Technology,region_2,Master's & above,m,referred,1,47,4.0,13,0,0,77,0
13876,Legal,region_22,Bachelor's,m,sourcing,1,31,4.0,4,0,0,62,0
13877,Finance,region_32,Bachelor's,f,sourcing,1,31,3.0,7,1,0,60,0
13878,Operations,region_22,Master's & above,f,sourcing,1,32,4.0,8,0,0,60,0
13879,Technology,region_31,Master's & above,m,sourcing,1,32,1.0,6,0,0,76,0
13880,Operations,region_32,Bachelor's,f,sourcing,1,34,3.0,5,1,0,60,0
13881,Operations,region_22,Master's & above,f,other,2,31,5.0,4,0,0,60,0
13882,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,30,4.0,6,0,0,53,0
13883,Technology,region_20,Bachelor's,f,sourcing,1,32,2.0,3,0,0,82,0
13884,Procurement,region_17,Master's & above,m,sourcing,1,52,2.0,11,0,0,69,0
13885,Finance,region_7,Bachelor's,m,other,1,26,3.0,3,0,0,61,0
13886,Procurement,region_7,Master's & above,m,other,2,31,3.0,3,1,0,73,0
13887,Operations,region_31,Master's & above,m,other,1,41,3.0,5,0,0,63,0
13888,Operations,region_31,Bachelor's,m,sourcing,1,31,4.0,4,0,0,63,0
13889,Analytics,region_30,Bachelor's,m,other,1,31,5.0,5,1,0,82,1
13890,Sales & Marketing,region_22,Bachelor's,m,other,2,37,2.0,3,0,0,52,0
13891,Analytics,region_21,Bachelor's,m,sourcing,1,39,5.0,10,1,0,91,0
13892,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,30,3.0,7,0,0,57,0
13893,Sales & Marketing,region_9,Bachelor's,m,other,1,32,3.0,5,0,0,51,0
13894,Procurement,region_9,Bachelor's,m,other,1,31,1.0,1,1,0,70,0
13895,Operations,region_6,Bachelor's,f,other,1,31,2.0,7,0,0,60,0
13896,Sales & Marketing,region_19,Bachelor's,f,other,1,33,2.0,6,0,0,55,0
13897,Operations,region_7,Master's & above,f,other,2,38,3.0,9,1,0,60,0
13898,Technology,region_2,Bachelor's,f,referred,1,24,1.0,1,0,0,82,0
13899,Technology,region_2,Below Secondary,f,referred,1,22,3.0,2,0,0,80,0
13900,Operations,region_13,Master's & above,m,other,1,48,2.0,20,0,0,61,0
13901,Operations,region_22,Bachelor's,f,sourcing,2,30,3.0,5,1,0,62,0
13902,Sales & Marketing,region_25,Bachelor's,m,other,2,30,1.0,3,1,0,51,0
13903,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,28,1.0,4,0,0,47,0
13904,Procurement,region_4,Bachelor's,f,other,1,30,2.0,6,0,0,70,0
13905,Sales & Marketing,region_7,Bachelor's,m,other,2,26,2.0,3,0,0,51,0
13906,Analytics,region_2,Master's & above,m,sourcing,1,37,3.0,3,0,0,85,0
13907,Operations,region_16,Bachelor's,m,other,1,40,3.0,6,0,0,61,0
13908,Operations,region_26,Bachelor's,m,other,1,31,3.0,6,0,0,60,0
13909,Sales & Marketing,region_6,Bachelor's,f,sourcing,2,31,1.0,5,0,0,51,0
13910,Sales & Marketing,region_7,Bachelor's,f,other,1,32,3.0,6,0,0,52,0
13911,Operations,region_30,Bachelor's,m,sourcing,1,30,1.0,5,0,1,86,1
13912,Technology,region_31,Bachelor's,m,other,1,33,3.0,6,0,0,77,0
13913,Operations,region_21,Bachelor's,f,other,1,37,3.0,7,1,0,59,0
13914,Technology,region_20,Bachelor's,f,other,1,33,1.0,8,0,0,81,0
13915,Analytics,region_22,Bachelor's,m,other,1,24,4.0,2,0,0,85,0
13916,Finance,region_2,Below Secondary,m,other,2,25,3.0,2,0,0,61,0
13917,Sales & Marketing,region_28,Bachelor's,m,other,2,27,1.0,3,0,0,47,0
13918,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,31,3.0,4,0,0,46,0
13919,Finance,region_16,Master's & above,m,other,1,35,3.0,3,0,0,56,0
13920,Procurement,region_2,Bachelor's,f,other,1,40,2.0,3,1,0,70,0
13921,HR,region_8,Master's & above,f,other,1,36,5.0,5,1,0,51,0
13922,Analytics,region_31,Bachelor's,f,sourcing,1,35,3.0,10,0,0,88,0
13923,Sales & Marketing,region_13,Master's & above,m,other,1,48,5.0,6,1,0,49,0
13924,Operations,region_22,Master's & above,m,sourcing,1,39,5.0,11,1,0,60,0
13925,Sales & Marketing,region_2,Bachelor's,f,other,1,36,5.0,7,1,0,51,0
13926,Procurement,region_2,Master's & above,m,other,1,58,3.0,16,1,0,69,0
13927,Operations,region_19,Bachelor's,m,other,1,44,4.0,5,0,0,57,0
13928,Sales & Marketing,region_3,Master's & above,m,sourcing,2,36,3.0,4,0,0,52,0
13929,Finance,region_7,Bachelor's,m,sourcing,1,25,1.0,2,0,0,57,0
13930,Operations,region_8,Bachelor's,m,other,1,25,1.0,1,1,0,60,0
13931,Operations,region_22,Bachelor's,m,other,3,33,3.0,7,1,0,62,1
13932,Operations,region_2,Bachelor's,f,other,1,30,4.0,3,0,0,59,0
13933,Operations,region_13,Bachelor's,m,sourcing,1,37,3.0,7,0,0,63,0
13934,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,2.0,5,0,0,48,0
13935,Sales & Marketing,region_13,Master's & above,m,other,1,35,2.0,8,0,0,48,0
13936,Finance,region_2,Bachelor's,m,sourcing,2,50,3.0,2,1,0,60,0
13937,Sales & Marketing,region_28,Bachelor's,m,other,1,29,1.0,4,0,0,55,0
13938,Sales & Marketing,region_33,Bachelor's,f,other,1,31,3.0,3,0,0,46,0
13939,Operations,region_20,Bachelor's,m,sourcing,1,27,3.0,3,1,0,63,0
13940,Sales & Marketing,region_6,Bachelor's,m,other,1,28,2.0,2,0,0,53,0
13941,Technology,region_22,Bachelor's,m,sourcing,1,32,5.0,7,1,0,78,1
13942,Procurement,region_2,Bachelor's,f,sourcing,1,46,4.0,17,1,0,69,0
13943,Sales & Marketing,region_3,Bachelor's,m,other,1,33,5.0,2,1,0,49,0
13944,Sales & Marketing,region_30,Bachelor's,m,other,1,27,1.0,1,0,0,50,0
13945,Analytics,region_22,Bachelor's,m,other,2,30,3.0,2,0,0,85,0
13946,Sales & Marketing,region_28,Bachelor's,m,other,1,33,4.0,7,0,0,53,0
13947,Sales & Marketing,region_14,Master's & above,m,other,1,43,5.0,4,0,0,53,0
13948,Procurement,region_22,Bachelor's,m,other,1,57,3.0,7,0,0,69,0
13949,Operations,region_13,Bachelor's,f,other,1,35,3.0,8,0,0,59,0
13950,Operations,region_7,Bachelor's,m,other,1,38,1.0,6,1,0,61,0
13951,Procurement,region_29,Bachelor's,m,sourcing,1,34,4.0,4,0,0,70,0
13952,Analytics,region_15,Bachelor's,m,other,1,30,3.0,4,0,0,84,0
13953,Procurement,region_2,Bachelor's,f,other,1,33,4.0,5,1,0,69,0
13954,Technology,region_13,Bachelor's,m,other,1,30,2.0,5,0,0,78,0
13955,Sales & Marketing,region_2,Bachelor's,m,other,1,46,5.0,3,0,0,46,0
13956,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,1.0,6,0,0,51,0
13957,Analytics,region_21,Bachelor's,m,sourcing,1,30,4.0,4,0,0,87,0
13958,HR,region_2,Below Secondary,m,other,1,22,1.0,1,0,0,51,0
13959,Finance,region_19,Bachelor's,m,other,1,29,1.0,1,1,0,60,0
13960,Sales & Marketing,region_4,Bachelor's,m,other,1,54,3.0,17,0,0,50,0
13961,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,26,3.0,2,0,0,50,0
13962,Operations,region_4,Bachelor's,f,sourcing,1,44,4.0,7,1,0,61,0
13963,Sales & Marketing,region_3,Master's & above,m,sourcing,1,39,4.0,5,0,0,50,0
13964,Analytics,region_22,Bachelor's,m,sourcing,1,33,5.0,7,0,0,88,0
13965,Operations,region_22,Master's & above,f,sourcing,1,35,3.0,8,1,0,63,1
13966,Analytics,region_27,Bachelor's,m,other,1,30,1.0,3,0,0,83,0
13967,Sales & Marketing,region_22,Bachelor's,m,other,3,27,5.0,3,0,0,52,0
13968,Procurement,region_22,Master's & above,m,sourcing,1,41,3.0,3,1,0,69,0
13969,Procurement,region_27,Bachelor's,m,sourcing,1,34,3.0,3,0,0,70,0
13970,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,4.0,2,0,0,47,0
13971,Sales & Marketing,region_28,Master's & above,f,other,1,32,1.0,9,0,0,50,0
13972,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,5.0,4,1,0,50,0
13973,Procurement,region_2,Master's & above,m,other,1,44,3.0,13,0,0,72,0
13974,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,27,3.0,2,1,0,49,0
13975,Technology,region_13,Master's & above,m,other,1,49,3.0,17,0,0,82,0
13976,HR,region_6,Bachelor's,f,sourcing,1,25,4.0,3,0,0,47,0
13977,Sales & Marketing,region_7,Bachelor's,m,other,1,36,1.0,9,0,0,56,0
13978,Procurement,region_2,Bachelor's,f,other,1,32,4.0,5,1,0,64,0
13979,Operations,region_10,Master's & above,m,sourcing,1,32,4.0,3,0,0,59,0
13980,Operations,region_31,Bachelor's,f,sourcing,1,37,1.0,3,0,0,63,0
13981,Operations,region_2,Bachelor's,f,sourcing,1,30,3.0,1,1,0,59,0
13982,Analytics,region_7,Bachelor's,m,sourcing,1,27,2.0,5,0,0,81,0
13983,Procurement,region_13,Master's & above,f,sourcing,1,37,5.0,4,1,0,74,0
13984,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,60,3.0,7,0,0,47,0
13985,Analytics,region_30,Bachelor's,m,sourcing,2,27,1.0,4,0,0,86,0
13986,Analytics,region_22,Bachelor's,m,sourcing,1,30,5.0,4,1,0,80,0
13987,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,36,5.0,4,0,0,49,0
13988,Operations,region_7,Bachelor's,f,other,1,40,3.0,6,0,0,58,0
13989,Procurement,region_16,Bachelor's,m,sourcing,1,31,3.0,7,0,0,76,0
13990,Sales & Marketing,region_22,Bachelor's,m,other,1,23,1.0,1,0,0,42,0
13991,HR,region_11,Bachelor's,m,other,1,30,3.0,5,0,0,46,0
13992,Sales & Marketing,region_2,Bachelor's,m,other,2,21,1.0,1,1,0,45,0
13993,Sales & Marketing,region_2,Bachelor's,f,other,1,31,2.0,6,0,0,50,0
13994,Analytics,region_25,Bachelor's,m,other,1,26,3.0,2,0,0,84,0
